song_title,artist,나이,성별,장르,분위기,인원수,상황
See You In Jupiter,Imani-J,20대 30대,남,발라드,애절한,혼자,감성충전
Selfish,Charlotte Day Wilson,20대 30대,남,발라드,애절한,혼자,감성충전
Senorita,i-dle (아이들),10대 20대,여,댄스,신나는,그룹,분위기 띄우기
Serenade,BOYNEXTDOOR,10대 20대,남,댄스,신나는,그룹,분위기 띄우기
Seven (feat. Latto) - Clean Ver.,정국,20대 30대,남,발라드,애절한,듀엣,감성충전
Seventy,김창완밴드,20대 30대,남,락,신나는,그룹,분위기 띄우기
SexyBack,Justin Timberlake,20대 30대,남,발라드,애절한,혼자,감성충전
Shame,PENTACLE (펜타클),20대 30대,남,발라드,애절한,혼자,감성충전
Shame (Explicit Ver.),Honey Bxby,20대 30대,남,발라드,애절한,혼자,감성충전
Shark Smile (Edit),Big Thief,20대 30대,남,발라드,애절한,혼자,감성충전
She,이석훈,20대 30대,남,발라드,애절한,혼자,감성충전
She's Gone,Steelheart,30대 40대,남,락,애절한,혼자,고음어필
She's a Baby,지코 (ZICO),10대 20대,남,힙합,신나는,혼자,분위기 띄우기
Sherlock•셜록 (Clue + Note),SHINee (샤이니),10대 20대,남,댄스,신나는,그룹,분위기 띄우기
"Shh.. (Feat. 혜인(HYEIN), 조원선 & Special Narr. 패티김)",아이유 (IU),20대 30대,여,발라드,애절한,듀엣,감성충전
Shine,페퍼톤스 (PEPPERTONES),20대 30대,남,발라드,애절한,혼자,감성충전
Shine On You Crazy Diamond (Pts. 1-5),Pink Floyd,20대 30대,남,발라드,애절한,혼자,감성충전
Shine With Me,IVE (아이브),10대 20대,여,댄스,신나는,그룹,분위기 띄우기
Shine!,케이지 (Kei.G),20대 30대,남,락,신나는,혼자,분위기 띄우기
Shining Road,술탄 오브 더 디스코,20대 30대,남,발라드,애절한,혼자,감성충전
Shook One,Tiana Major9,20대 30대,남,발라드,애절한,혼자,감성충전
Shopper,아이유 (IU),20대 30대,여,발라드,애절한,혼자,감성충전
Should be you,can’t be blue (캔트비블루),20대 30대,남,발라드,애절한,혼자,감성충전
Shout,김경호,20대 30대,남,락,신나는,혼자,분위기 띄우기
Shouting Eyes,Tilly Birds,20대 30대,남,발라드,애절한,혼자,감성충전
Show,김원준,20대 30대,남,발라드,애절한,혼자,감성충전
Show up,정동원 (JD1),40대 50대+,여,트로트,신나는,혼자,분위기 띄우기
Shut Up and Let Me Go,The Ting Tings,20대 30대,남,발라드,애절한,혼자,감성충전
Shutter,0% (Zero Percent),20대 30대,남,발라드,애절한,혼자,감성충전
Silver Lining (Explicit Ver.),Sauce Walka,20대 30대,남,발라드,애절한,혼자,감성충전
Simple Things,Ne-Yo,20대 30대,남,발라드,애절한,혼자,감성충전
Single Ladies (Put a Ring on It),Beyoncé,20대 30대,남,발라드,애절한,혼자,감성충전
Sk8er Boi,Avril Lavigne,20대 30대,남,발라드,애절한,혼자,감성충전
Skeletons,Ed Sheeran,20대 30대,남,발라드,애절한,혼자,감성충전
Skin Cleared (Explicit Ver.),Ashnikko,20대 30대,남,발라드,애절한,혼자,감성충전
Slanted,Shad,20대 30대,남,발라드,애절한,혼자,감성충전
Slime,류수정,20대 30대,남,발라드,애절한,혼자,감성충전
Slip Away,넬 (NELL),10대 20대,남,댄스,신나는,그룹,분위기 띄우기
Slow Dancing,V,20대 30대,남,발라드,애절한,혼자,감성충전
Small girl (feat. 도경수(D.O.)),이영지,20대 30대,남,발라드,애절한,듀엣,감성충전
Smile Again (하늘에서),임창정,20대 30대,남,발라드,애절한,혼자,감성충전
Smile For Me (Feat. 제이레빗 정다운),지영수,20대 30대,남,발라드,애절한,듀엣,감성충전
Snapping,청하,20대 30대,여,발라드,애절한,혼자,감성충전
Snowdome,WAYNE SNOW,20대 30대,남,발라드,애절한,혼자,감성충전
Snowman,Sia,20대 30대,남,발라드,애절한,혼자,감성충전
So Am I,Katelyn Tarver,20대 30대,남,발라드,애절한,혼자,감성충전
So Hot,원더걸스,10대 20대,여,댄스,신나는,그룹,분위기 띄우기
So What (Explicit Ver.),P!nk,20대 30대,남,발라드,애절한,혼자,감성충전
So let's go see the stars,BOYNEXTDOOR,10대 20대,남,댄스,신나는,그룹,분위기 띄우기
Sold Myself For Love (Explicit Ver.),SABRI,20대 30대,남,발라드,달달,혼자,데이트
Solitary,크리스탈 (KRYSTAL) (정수정),20대 30대,남,발라드,애절한,혼자,감성충전
Some Kind of Beautiful,Particle House,20대 30대,남,발라드,애절한,혼자,감성충전
Some Place Else,MorMor,20대 30대,남,발라드,애절한,혼자,감성충전
Someone (Feat. 최정윤),준 (JUNE),20대 30대,남,발라드,애절한,듀엣,감성충전
Someone Like You,Adele,20대 30대,남,발라드,애절한,혼자,감성충전
Sorry,Parcels,20대 30대,남,발라드,애절한,혼자,감성충전
Sorry Not Sorry,Demi Lovato,20대 30대,남,발라드,애절한,혼자,감성충전
Special (Explicit Ver.),GloRilla,20대 30대,남,발라드,애절한,혼자,감성충전
"Speechless (Full) (From ""Aladdin""/Soundtrack Version)",Naomi Scott,20대 30대,남,발라드,애절한,혼자,감성충전
Spicy,aespa,10대 20대,여,댄스,신나는,그룹,분위기 띄우기
Sprint,BOYCOLD,20대 30대,남,발라드,애절한,혼자,감성충전
Standing On The Edge,효린,20대 30대,여,발라드,애절한,혼자,감성충전
Star,엔플라잉 (N.Flying),20대 30대,남,락,신나는,그룹,분위기 띄우기
Star Town,heyden,20대 30대,남,발라드,애절한,혼자,감성충전
Starburst,Danny Brown,20대 30대,남,발라드,애절한,혼자,감성충전
Starian,듀크,20대 30대,남,발라드,애절한,혼자,감성충전
Starry Night,더보이즈 (THE BOYZ),10대 20대,남,댄스,신나는,그룹,분위기 띄우기
Stars,로시 (Rothy),20대 30대,남,발라드,애절한,혼자,감성충전
Stars,최인경,20대 30대,남,발라드,애절한,혼자,감성충전
Stars In The Sky,맥스플라이,20대 30대,남,발라드,애절한,혼자,감성충전
Start Today,Fall Out Boy,20대 30대,남,발라드,애절한,혼자,감성충전
Starving,onthedal,20대 30대,남,발라드,애절한,혼자,감성충전
Stay,krnb,20대 30대,남,발라드,애절한,혼자,감성충전
Stay,넬 (NELL),10대 20대,남,댄스,신나는,그룹,분위기 띄우기
Stay,어반자카파,20대 30대,남/여,발라드,애절한,그룹,감성충전
Stay (Tritonal Remix),Tritonal,20대 30대,남,발라드,애절한,혼자,감성충전
Stay This Way Forever (Explicit Ver.),The Cab,20대 30대,남,발라드,애절한,혼자,감성충전
Stay With Me,규리 (KYURI),20대 30대,남,발라드,애절한,듀엣,감성충전
Stay With Me,펀치 (Punch),20대 30대,여,발라드,애절한,듀엣,감성충전
Steal Away (주인공),박지윤,20대 30대,남,발라드,애절한,혼자,감성충전
Step On Up,The Living Tombstone,20대 30대,남,발라드,애절한,혼자,감성충전
Stickwitu (Album Version),Pussycat Dolls,20대 30대,남,발라드,애절한,혼자,감성충전
Sticky,KISS OF LIFE,20대 30대,남,발라드,애절한,혼자,감성충전
Still Don't Care (Explicit Ver.),Meghan Trainor,20대 30대,남,발라드,애절한,혼자,감성충전
Still Love You,더보이즈 (THE BOYZ),10대 20대,남,댄스,신나는,그룹,분위기 띄우기
Still With You,정국,20대 30대,남,발라드,애절한,듀엣,감성충전
Storm,Ruth B.,20대 30대,남,발라드,애절한,혼자,감성충전
Storm,루머스,20대 30대,남,발라드,애절한,혼자,감성충전
Strange Heart,Michigan Rattlers,20대 30대,남,발라드,애절한,혼자,감성충전
Stranger - A COLORS SHOW,COLORS,20대 30대,남,발라드,애절한,혼자,감성충전
Strangers,태연 (TAEYEON),20대 30대,여,발라드,애절한,혼자,감성충전
Strategy,TWICE (트와이스),10대 20대,여,댄스,신나는,그룹,분위기 띄우기
Strife,Bryson Tiller,20대 30대,남,발라드,애절한,혼자,감성충전
Stronger (What Doesn't Kill You),Kelly Clarkson,20대 30대,남,발라드,애절한,혼자,감성충전
Submarine,BULGOGI DISCO,20대 30대,남,발라드,애절한,혼자,감성충전
Such A Funny Way,Sabrina Carpenter,20대 30대,남,발라드,애절한,혼자,감성충전
Sugar (Explicit Ver.),Maroon 5,20대 30대,남,발라드,애절한,혼자,감성충전
Sugar (Honey Ice Tea) (Explicit Ver.),Marti Perramon,20대 30대,남,발라드,애절한,혼자,감성충전
Sugar For The Pill,Slowdive,20대 30대,남,발라드,애절한,혼자,감성충전
Sugarcoat (NATTY Solo),KISS OF LIFE,20대 30대,남,발라드,애절한,혼자,감성충전
Summer,The Volunteers (더 발룬티어스),20대 30대,남,발라드,애절한,혼자,감성충전
Summer Couple (태양은 가득히),문차일드,20대 30대,남,발라드,애절한,혼자,감성충전
Sunday,두솜 (dusom),20대 30대,남,발라드,애절한,혼자,감성충전
Sunday Morning,Maroon 5,20대 30대,남,발라드,애절한,혼자,감성충전
Sunny Day,안유진 (IVE),10대 20대,여,댄스,신나는,그룹,분위기 띄우기
Sunsetz,Cigarettes After Sex,20대 30대,남,발라드,애절한,혼자,감성충전
Super Lady,i-dle (아이들),10대 20대,여,댄스,신나는,그룹,분위기 띄우기
Super Shy,NewJeans,10대 20대,여,댄스,신나는,그룹,분위기 띄우기
Supernatural,NewJeans,10대 20대,여,댄스,신나는,그룹,분위기 띄우기
Supernova,aespa,10대 20대,여,댄스,신나는,그룹,분위기 띄우기
Supersonic,프로미스나인,10대 20대,여,댄스,신나는,그룹,분위기 띄우기
Surf,NCT WISH,10대 20대,남,댄스,신나는,그룹,분위기 띄우기
Sweet Leaf,Godsmack,10대 20대,남,댄스,신나는,그룹,분위기 띄우기
Sweet Love (취향저격 그녀 X Crush),Crush,20대 30대,남,R&B,달달,혼자,데이트
Sweetest Thing,Self Proclaimed Narcissist,20대 30대,남,발라드,애절한,혼자,감성충전
Sympathy Magic,Florence + The Machine,20대 30대,남,발라드,애절한,혼자,감성충전
Symphony (feat. Zara Larsson),Clean Bandit,20대 30대,남,락,신나는,그룹,분위기 띄우기
Synthetic Soul,I Prevail,20대 30대,남,발라드,애절한,혼자,감성충전
"TAKEDOWN (JEONGYEON, JIHYO, CHAEYOUNG)",TWICE (트와이스),10대 20대,여,댄스,신나는,그룹,분위기 띄우기
TEMPO,민호 (MINHO),20대 30대,남,발라드,애절한,혼자,감성충전
THE TIDE (Explicit Ver.),Nobu Woods,20대 30대,남,발라드,애절한,혼자,감성충전
THINK ABOUT' CHU,샘김 (Sam Kim)&로꼬,10대 20대,남,힙합,신나는,듀엣,분위기 띄우기
THUNDER,세븐틴 (SEVENTEEN),10대 20대,남,댄스,신나는,그룹,분위기 띄우기
TIKITA,러비타(LUVITA),20대 30대,남,발라드,애절한,혼자,감성충전
TILL I DIE,Geek J,20대 30대,남,발라드,애절한,혼자,감성충전
"TOKYO DIVE (Feat. LAVEEN (라빈), P3PPER)",펀치넬로 (punchnello),10대 20대,남,댄스,신나는,그룹,분위기 띄우기
TOMBOY,i-dle (아이들),10대 20대,여,댄스,신나는,그룹,분위기 띄우기
TOO BAD (feat. Anderson .Paak),G-DRAGON,20대 30대,남,발라드,애절한,듀엣,감성충전
TOO GOOD,필독 (Feeldog),20대 30대,남,발라드,애절한,혼자,감성충전
TOUCH LOVE,윤미래,20대 30대,남,발라드,애절한,혼자,감성충전
TOUCH MY BODY,씨스타,10대 20대,여,댄스,신나는,그룹,분위기 띄우기
TROUBLE MAKER,트러블메이커,20대 30대,남,발라드,애절한,혼자,감성충전
TRUE HEART,JUSTB,20대 30대,남,발라드,애절한,혼자,감성충전
TT,TWICE (트와이스),10대 20대,여,댄스,신나는,그룹,분위기 띄우기
"TUNE (feat. 키드밀리, 페노메코, 로꼬)",APRO (아프로),20대 30대,남,발라드,애절한,듀엣,감성충전
TUNNEL VISION,ITZY (있지),10대 20대,여,댄스,신나는,그룹,분위기 띄우기
Ta dak,하렌 (Haren),20대 30대,남,발라드,애절한,혼자,감성충전
Take A Bow (Main),Rihanna,20대 30대,남,발라드,애절한,혼자,감성충전
Take You Down,Chris Brown,20대 30대,남,발라드,애절한,혼자,감성충전
Take control,KATIE,20대 30대,남,발라드,애절한,혼자,감성충전
Talk To Me (Feat. DAVII(다비)),YOO:IN,20대 30대,남,발라드,애절한,듀엣,감성충전
Talk that Talk,TWICE (트와이스),10대 20대,여,댄스,신나는,그룹,분위기 띄우기
Talk to You,연준,20대 30대,남,발라드,애절한,혼자,감성충전
Talk to You (Explicit Ver.),Elton John,20대 30대,남,발라드,애절한,혼자,감성충전
Tanto,네미시스 (Nemesis),20대 30대,남,발라드,애절한,혼자,감성충전
Tears,소찬휘,20대 30대,여,발라드,애절한,혼자,감성충전
Teddy Bear,STAYC (스테이씨),10대 20대,여,댄스,신나는,그룹,분위기 띄우기
Tell Her (Explicit Ver.),Ella Mai,20대 30대,남,발라드,애절한,혼자,감성충전
Tell Me (Sampling From 'Two Of Hearts'),원더걸스,10대 20대,여,댄스,신나는,그룹,분위기 띄우기
Tell Me Tell Me,레인보우,20대 30대,남,발라드,애절한,혼자,감성충전
"Tell Me, Tell Me",샵,20대 30대,남/여,발라드,애절한,그룹,감성충전
Tell The World,하성운,20대 30대,남,발라드,애절한,혼자,감성충전
Text Me Merry Christmas (feat. Kristen Bell),Straight No Chaser,20대 30대,남,발라드,애절한,듀엣,감성충전
Thank U,IVE (아이브),10대 20대,여,댄스,신나는,그룹,분위기 띄우기
That That (prod. & feat. SUGA of BTS),싸이 (PSY),20대 30대,남,발라드,애절한,듀엣,감성충전
The Banjo Song,Mumford & Sons,20대 30대,남,발라드,애절한,듀엣,감성충전
The Chase,Hearts2Hearts (하츠투하츠),20대 30대,남,발라드,애절한,혼자,감성충전
The Crystal Ship,Cigarettes After Sex,20대 30대,남,발라드,애절한,혼자,감성충전
The Day That I Die,Lewis Capaldi,20대 30대,남,발라드,애절한,혼자,감성충전
The Fatalist,Silverstein,20대 30대,남,발라드,애절한,혼자,감성충전
The Game (Explicit Ver.),ABIR,20대 30대,남,발라드,애절한,혼자,감성충전
The Great Divide (Explicit Ver.),Noah Kahan,20대 30대,남,발라드,애절한,혼자,감성충전
The Great Escape,Boys Like Girls,20대 30대,남,발라드,애절한,혼자,감성충전
The Headache,ALEXSUCKS,20대 30대,남,발라드,애절한,혼자,감성충전
The House That Doesn’t Exist,Melody's Echo Chamber,20대 30대,남,발라드,애절한,혼자,감성충전
The Man Comes Around,Pulp,20대 30대,남,발라드,애절한,혼자,감성충전
The Middle,Maren Morris,20대 30대,남,발라드,애절한,혼자,감성충전
The Name 名字,더 네임,20대 30대,남,발라드,애절한,혼자,감성충전
The Old Law,Father John Misty,20대 30대,남,발라드,애절한,혼자,감성충전
The Price,Katelyn Tarver,20대 30대,남,발라드,애절한,혼자,감성충전
The Reason,임시완 (Yim Siwan),20대 30대,남,발라드,애절한,혼자,감성충전
The Truth (Album Version),India.Arie,20대 30대,남,발라드,애절한,혼자,감성충전
The World's Gone Wrong (feat. Brittney Spencer),Lucinda Williams,20대 30대,남,발라드,애절한,듀엣,감성충전
There's Nothing Holdin' Me Back,Shawn Mendes,20대 30대,남,발라드,애절한,혼자,감성충전
Thinking out Loud,Ed Sheeran,20대 30대,남,발라드,애절한,혼자,감성충전
This Is How It Is,After Thoughts,20대 30대,남,발라드,애절한,혼자,감성충전
This Is Your Night (Album Version),Avant,20대 30대,남,발라드,애절한,혼자,감성충전
This is the Day,Matt Maltese,20대 30대,남,발라드,애절한,혼자,감성충전
Thootie (Explicit Ver.),Tokischa,20대 30대,남,발라드,애절한,혼자,감성충전
Thumbtack (Explicit Ver.),Blondshell,20대 30대,남,발라드,애절한,혼자,감성충전
Thunder,Jessie J,10대 20대,여,댄스,신나는,혼자,분위기 띄우기
TiK ToK,Kesha,20대 30대,남,발라드,애절한,혼자,감성충전
Tiger,더보이즈 (THE BOYZ),10대 20대,남,댄스,신나는,그룹,분위기 띄우기
"Tight Rope (feat. ØZI, Karencici)",문수진 (Moon Sujin),20대 30대,남,발라드,애절한,듀엣,감성충전
Timeless,SG워너비,10대 20대,남,댄스,신나는,그룹,분위기 띄우기
Timeless (feat. Xiah),장리인,20대 30대,남,발라드,애절한,듀엣,감성충전
Times Like This,Gen Neo,20대 30대,남,발라드,애절한,혼자,감성충전
Tiny Riot,Sam Ryder,20대 30대,남,발라드,애절한,혼자,감성충전
Tiramisu (Explicit Ver.),Don Toliver,20대 30대,남,발라드,애절한,혼자,감성충전
Tired of You (Featuring Fionn) (Explicit Ver.),Fake Shark,20대 30대,남,발라드,애절한,듀엣,감성충전
Titanium (feat. Sia),Sia,20대 30대,남,발라드,애절한,듀엣,감성충전
To Heaven (천국으로 보낸 편지),조성모,20대 30대,남,발라드,애절한,혼자,감성충전
To Love Somebody (Explicit Ver.),Holly Humberstone,20대 30대,남,발라드,달달,혼자,데이트
To Me From Me (Prod. TABLO),KiiiKiii (키키),20대 30대,남,발라드,애절한,혼자,감성충전
Too Drunk ((Bonus)/Explicit Ver.),Buckcherry,20대 30대,남,발라드,애절한,혼자,감성충전
Too Late,남녀공학,20대 30대,남,발라드,애절한,혼자,감성충전
Too Much Lick Her (Explicit Ver.),Shordie Shordie,20대 30대,남,발라드,애절한,혼자,감성충전
Too On,Anderson .Paak,20대 30대,남,발라드,애절한,혼자,감성충전
Top (Twinkling Of Paradise),신화,20대 30대,남,발라드,애절한,혼자,감성충전
Touch,floryy,20대 30대,남,발라드,애절한,혼자,감성충전
Toxic (Feat. J.O.Y),entoy,20대 30대,남,발라드,애절한,듀엣,감성충전
Toy,블락비 (Block B),20대 30대,남,발라드,애절한,혼자,감성충전
Track 3,이소라,20대 30대,여,발라드,애절한,혼자,감성충전
Trip (Feat. Hannah),릴러말즈 (Leellamarz),20대 30대,남,발라드,애절한,듀엣,감성충전
Trophy,Benjamin Steer,20대 30대,여,발라드,애절한,혼자,감성충전
True Believer (Explicit Ver.),Biffy Clyro,20대 30대,남,발라드,애절한,혼자,감성충전
Truthbuster,놀이도감,20대 30대,남,발라드,애절한,혼자,감성충전
Trying Not to Have a Thought,Algernon Cadwallader,20대 30대,남,발라드,애절한,혼자,감성충전
Tulum (Explicit Ver.),Hunxho,20대 30대,남,발라드,애절한,혼자,감성충전
Turn Out the Lights,Julien Baker,20대 30대,남,발라드,애절한,혼자,감성충전
Turned Up,BAE173 (비에이이173),20대 30대,남,발라드,애절한,혼자,감성충전
Turning Point,홍경민,20대 30대,남,발라드,애절한,혼자,감성충전
Twenties,homezone,20대 30대,남,발라드,애절한,혼자,감성충전
Twenty (Prod. 정키),수안(SWAN) (PURPLE KISS),20대 30대,남,발라드,애절한,혼자,감성충전
Twist King,터보,10대 20대,남,댄스,신나는,그룹,분위기 띄우기
U & I,에일리(Ailee),20대 30대,여,발라드,애절한,혼자,고음어필
"U (feat. 권진아, 랩몬스터)",프라이머리 (Primary),20대 30대,남,발라드,애절한,듀엣,감성충전
U GOT IT,갓츄 (GOT U),20대 30대,남,발라드,애절한,혼자,감성충전
U Got It Bad,Usher,20대 30대,남,발라드,애절한,혼자,감성충전
UFO,패닉,20대 30대,남,발라드,애절한,혼자,감성충전
UFO (ATTENT!ON),SAY MY NAME (세이마이네임),20대 30대,남,발라드,애절한,혼자,감성충전
ULSSIGU,임영웅,30대 40대 50대+,여,트로트,달달,혼자,감성충전
UNDEFEATED,포더모어,20대 30대,남,발라드,애절한,듀엣,감성충전
UNFORGIVEN (feat. Nile Rodgers),LE SSERAFIM (르세라핌),10대 20대,여,댄스,신나는,그룹,분위기 띄우기
UP (KARINA Solo),aespa,10대 20대,여,댄스,신나는,그룹,분위기 띄우기
Umbrella,Rihanna,20대 30대,남,발라드,애절한,혼자,감성충전
Underwater,권은비,20대 30대,남,발라드,애절한,혼자,감성충전
Universe,EXO,10대 20대,남,댄스,신나는,그룹,분위기 띄우기
Unreal,비공정,20대 30대,남,발라드,애절한,혼자,감성충전
Us,mr.,20대 30대,남,발라드,애절한,혼자,감성충전
Us Against The World,Albert Posis,20대 30대,남,발라드,애절한,혼자,감성충전
Us Against the World,JENNA SUHL (제나설),20대 30대,남,발라드,애절한,혼자,감성충전
Used 2 Love (Explicit Ver.),Lil Tjay,20대 30대,남,발라드,달달,혼자,데이트
Useless (Without You),Elmiene,20대 30대,남,발라드,애절한,듀엣,감성충전
UxYOUxU,최립우 (CHUEI LI YU),20대 30대,남,발라드,애절한,혼자,감성충전
V,Goopy (구피),20대 30대,남,발라드,애절한,혼자,감성충전
VCR,The XX,20대 30대,남,발라드,애절한,혼자,감성충전
VIBE (feat. Jimin of BTS),태양,20대 30대,남,발라드,애절한,듀엣,감성충전
VISA,영파씨 (YOUNG POSSE),20대 30대,남,발라드,애절한,혼자,감성충전
Valentine,원슈타인,20대 30대,남,발라드,애절한,혼자,감성충전
Viva La Vida,Coldplay,20대 30대,남,발라드,애절한,혼자,감성충전
WA DA DA,Kep1er (케플러),10대 20대,여,댄스,신나는,그룹,분위기 띄우기
WAKE UP,Agnes,20대 30대,남,발라드,애절한,혼자,감성충전
WAKE UP (Feat. CHAEYOUNG of TWICE),sokodomo,20대 30대,남,발라드,애절한,듀엣,감성충전
WALK,Jimmy Paige,20대 30대,남,발라드,애절한,혼자,감성충전
WASHED UP,NF,20대 30대,남,발라드,애절한,혼자,감성충전
WE GO UP,BABYMONSTER,20대 30대,남,발라드,애절한,혼자,감성충전
WHAT'S NEW? (feat. Breez Kennedy) (Explicit Ver.),A.G.O,20대 30대,남,발라드,애절한,듀엣,감성충전
WHY DO YOU,Jane B,20대 30대,남,발라드,애절한,혼자,감성충전
WICKED,ALLDAY PROJECT,20대 30대,남,발라드,애절한,혼자,감성충전
"WITTY (Feat. 박재범, 정선혜 (YOUNG POSSE))",Bronze (브론즈),20대 30대,남,발라드,애절한,듀엣,감성충전
WONDERING,BamBam,20대 30대,남,발라드,애절한,혼자,감성충전
WRONG TIME. (Explicit Ver.),YFN Lucci,20대 30대,남,발라드,애절한,혼자,감성충전
WYTD (Feat. 주니(ICHILLIN’)),oceanfromtheblue,20대 30대,남,발라드,애절한,듀엣,감성충전
Wait For You,Elliott Yamin,20대 30대,남,발라드,애절한,혼자,감성충전
Waiting For You (feat. 대니 구),Klozer,20대 30대,남,발라드,애절한,듀엣,감성충전
Wake Up Calling,Papa Roach,20대 30대,남,발라드,애절한,혼자,감성충전
"Wake me up (Feat. JAEHA, JEMINN, 용용 (YongYong))",그리오 (GRIO),20대 30대,남,발라드,애절한,듀엣,감성충전
Wall of Sound,Charli xcx,20대 30대,남,발라드,애절한,혼자,감성충전
Wanna,수퍼비 (SUPERBEE),20대 30대,남,발라드,애절한,혼자,감성충전
Wanna Be (Not Me),Loving Caliber,20대 30대,남,발라드,애절한,혼자,감성충전
Wanna Be Loved,티티마,20대 30대,남,발라드,달달,혼자,데이트
Wanna Love You,폴킴,20대 30대,남,발라드,달달,혼자,데이트
Water Me,Parson James,20대 30대,남,발라드,애절한,혼자,감성충전
Watering Plants,지투 (g2),20대 30대,남,발라드,애절한,혼자,감성충전
Way Back Home,숀 (SHAUN),20대 30대,남,발라드,애절한,혼자,감성충전
We Are Never Ever Getting Back Together,Taylor Swift,20대 30대,남,발라드,애절한,혼자,감성충전
We Belong Together,Mariah Carey,20대 30대,남,발라드,애절한,혼자,감성충전
"We Love Hip Hop (Feat. The Quiett, 행주, Raphael (라파엘), 딥플로우, KOR KASH, EPTEND (에피텐드), 수퍼비 (SUPERBEE))",캄보 (KAMBO),20대 30대,남,발라드,달달,듀엣,데이트
We Made It Look Easy,Robbie Williams,20대 30대,남,발라드,애절한,혼자,감성충전
We Will Always Be The Way We Were,Jack Savoretti,20대 30대,남,발라드,애절한,혼자,감성충전
We Won't Waste Wine!,The Vidos,20대 30대,남,발라드,애절한,혼자,감성충전
We live in the Jurassic Park,보수동쿨러,10대 20대,남,댄스,신나는,그룹,분위기 띄우기
Welcome to the Show,DAY6 (데이식스),10대 20대,남,댄스,신나는,그룹,분위기 띄우기
What A Year,EUNSAN,20대 30대,남,발라드,애절한,혼자,감성충전
What If,UNXL(언오피셜),20대 30대,남,발라드,애절한,혼자,감성충전
What Is The Reason For It?,David Byrne,20대 30대,남,발라드,애절한,혼자,감성충전
What It Gave Me,Jalen Ngonda,20대 30대,남,발라드,애절한,혼자,감성충전
What Makes You Beautiful,One Direction,20대 30대,남,발라드,애절한,혼자,감성충전
What Should I Do?,SOOVI (수비),20대 30대,남,발라드,애절한,혼자,감성충전
What We Had,Aden (에이든),20대 30대,남,발라드,애절한,혼자,감성충전
What a Woman,Davina Michelle,20대 30대,남,발라드,애절한,혼자,감성충전
What the Hell,Avril Lavigne,20대 30대,남,발라드,애절한,혼자,감성충전
Whatever You Like,Otis Kane,20대 30대,남,발라드,애절한,혼자,감성충전
When I Was Young,태연 (TAEYEON),20대 30대,여,발라드,애절한,혼자,감성충전
When We Were Us,김뮤지엄 (KIMMUSEUM),20대 30대,남,발라드,애절한,혼자,감성충전
When you say nothing,heyden,20대 30대,남,발라드,애절한,혼자,감성충전
Where is love,윤희정,20대 30대,남,발라드,애절한,혼자,감성충전
Where should we go,eldon,20대 30대,남,발라드,애절한,혼자,감성충전
Wherever You Go,Max Allais,20대 30대,남,발라드,애절한,혼자,감성충전
Whiplash,aespa,10대 20대,여,댄스,신나는,그룹,분위기 띄우기
White Love (스키장에서),터보,10대 20대,남,댄스,신나는,그룹,분위기 띄우기
White Rabbit,DJ Suzy,20대 30대,남,발라드,애절한,혼자,감성충전
Who You Seeing Tonight (Explicit Ver.),Don Toliver,20대 30대,남,발라드,애절한,혼자,감성충전
Why (Explicit Ver.),Blxst,20대 30대,남,발라드,애절한,혼자,감성충전
Why So Serious?,SHINee (샤이니),10대 20대,남,댄스,신나는,그룹,분위기 띄우기
Wild Eyes,신화,20대 30대,남,발라드,애절한,혼자,감성충전
Winter (Feat. Pat Kiloran),뎁트,20대 30대,남,발라드,애절한,듀엣,감성충전
Winter Sky,Jason Lee (제이슨 리),20대 30대,남,발라드,애절한,혼자,감성충전
Winter Trees,뎁트,20대 30대,남,발라드,애절한,혼자,감성충전
Winter.,줍에이 (Joob A),20대 30대,남,발라드,애절한,혼자,감성충전
Wish,원필 (DAY6),10대 20대,남,댄스,신나는,그룹,분위기 띄우기
Wishlist,투모로우바이투게더,10대 20대,남,댄스,신나는,그룹,분위기 띄우기
With Coffee...,브라운 아이즈,20대 30대,남,발라드,애절한,듀엣,감성충전
With Only Your Mouth,Love Spells,20대 30대,남,발라드,애절한,듀엣,감성충전
With You,Chris Brown,20대 30대,남,발라드,애절한,듀엣,감성충전
Womanizer,Britney Spears,20대 30대,남,발라드,애절한,혼자,감성충전
Wonderful Life,임영웅,30대 40대 50대+,여,트로트,달달,혼자,감성충전
Words,Big Thief,20대 30대,남,발라드,애절한,혼자,감성충전
World Boss (Explicit Ver.),Trippie Redd,20대 30대,남,발라드,애절한,혼자,감성충전
Wu,나플라 (nafla),20대 30대,남,발라드,애절한,혼자,감성충전
X,CLOSE YOUR EYES (클로즈 유어 아이즈),20대 30대,남,발라드,애절한,혼자,감성충전
X (The Greatest Love),터보,10대 20대,남,댄스,신나는,그룹,분위기 띄우기
X (feat. SOMIN of KARD),키코 (Kik5o),20대 30대,남,발라드,애절한,듀엣,감성충전
XI (Feat. 이하이),코드 쿤스트 (CODE KUNST),20대 30대,남,발라드,애절한,듀엣,감성충전
"XO, My Cyberlove",츄 (CHUU),20대 30대,남,발라드,애절한,혼자,감성충전
XOXZ,IVE (아이브),10대 20대,여,댄스,신나는,그룹,분위기 띄우기
Y (Please Tell Me Why),프리스타일,10대 20대,남,댄스,신나는,그룹,분위기 띄우기
YA!,조광일,20대 30대,남,발라드,애절한,혼자,감성충전
YES or YES,TWICE (트와이스),10대 20대,여,댄스,신나는,그룹,분위기 띄우기
